Sentence	Tag	TaggedSentence
Walmart, the world's largest retailer which was supposed to buy into EasyDay, has broken off with Bharti.	ACQ	<ORG>, the world's largest retailer which was supposed to buy into EasyDay, has broken off with <ORG>.
FDI rules may stump even Indian chains	NJOB	<ORG> rules may stump even <LOC>n chains
Since allowing FDI in multi-brand retail has been left to the states, Indian companies may not benefit as foreign investors are wary of the politics	NJOB	Since allowing <ORG> in multi-brand retail has been left to the states, <LOC>n companies may not benefit as foreign investors are wary of the politics
When the Arvind Kejriwal-led Aam Aadmi Party (AAP) government in Delhi last week overturned the earlier Congress administration's decision to allow foreign-owned multi-brand retailers in the state, it Directort a severe blow to the United Progressive Alliance government's grand plans to get foreign investment in the sector.	NJOB	When the <PER>-led <ORG> (<ORG>) government in <LOC> last week overturned the earlier Congress administration's decision to allow foreign-owned multi-brand retailers in the state, it Directort a severe blow to the <ORG> grand plans to get foreign investment in the sector.
IOC stake sale: Long-term gains for ONGC, Oil India	ACQ	<ORG> stake sale: Long-term gains for <ORG>, Oil <LOC>
The EGOMâ€™s (Empowered Group of Ministers) decision to push ONGC and OIL India to buy 10% of the governmentâ€™s stake in Indian Oil Corporation (IOC) is another burden for the upstream oil companies that are already saddled with doling out subsidies.	ACQ	The <ORG>'s (<ORG>) decision to push <ORG> and OIL <LOC> to buy 10% of the government's stake in <ORG> (<ORG>) is another burden for the upstream oil companies that are already saddled with doling out subsidies.
In recent years bodies such as the Supreme Court, the Election Commission and the office of the comptroller and auditor general have filled the vacuum left both by this shift and by the discredited executive.	NJOB	In recent years bodies such as the <ORG>, the <ORG> and the office of the comptroller and auditor general have filled the vacuum left both by this shift and by the discredited executive.
But at least this government is partially committed to the FTA; once the United Progressive Alliance leaves office, we can say goodbye to any hope that a real free-trade Director will be signed.	NVNSP	But at least this government is partially committed to the <ORG>; once the <ORG> leaves office, we can say goodbye to any hope that a real free-trade Director will be signed.
Chatterjee quit as chairman of state controlled HPL immediately after he stepped down from the industry ministry.	JOB	<PER> quit as chairman of state controlled <ORG> immediately after he stepped down from the <ORG>.
In its September 2, 2011, order, the Supreme Court had appointed a centrally empowered committee to oversee the e-auction of iron ore from Karnataka.	NJOB	In its September 2, 2011, order, the <ORG> had appointed a centrally empowered committee to oversee the e-auction of iron ore from <LOC>.
TERM COMING TO AN END * In September 2011, SC appointed a centrally empowered committee to oversee e-auction of iron ore in Karnataka * The court allowed the auction of 1.5 mt a month through e-auctions * The e-auctions started in September 2011 have so far led to the sale of 74.05 mt of iron ore in Karnataka * The term of the e-auctions was till April 12, 2014 * A major portion of the material sold through e-auctions was bought by JSW Steel	NJOB	In September 2011, <ORG> appointed a centrally empowered committee to oversee e-auction of iron ore in <LOC> . The e-auctions started in September 2011 have so far led to the sale of 74.05 mt of iron ore in <LOC>.  A major portion of the material sold through e-auctions was bought by <ORG>
With limited availability and high demand for H-1B work visas, Indian IT companies might have to hire local talent for onsite positions	NJOB	With limited availability and high demand for H-1B work visas, <ORG> might have to hire local talent for onsite positions
With the US on the path to an economic recovery, Indian IT services players seem to be rushing to bag as many H-1B work visas as possible.	NJOB	With the <LOC> on the path to an economic recovery, <ORG> players seem to be rushing to bag as many H-1B work visas as possible.
This means, Indian IT companies might need to hire more local talent to fill vacancies in the US â€” a costly proposition affecting margins.	NJOB	This means,<LOC>'n <ORG>  might need to hire more local talent to fill vacancies in the <LOC>  a costly proposition affecting margins.
The state government has even shown interest in taking over the system from the Supreme Court appointed Monitoring Committee.	NJOB	The state government has even shown interest in taking over the system from the <ORG> appointed <ORG>.
Supreme Court in its order on September 2, 2011 had appointed Central Empowered Committee (CEC) to oversee e-auction of iron ore from Karnataka.	NJOB	<ORG> in its order on September 2, 2011 had appointed <ORG> (<ORG>) to oversee e-auction of iron ore from <LOC>.
Oil regulator likely to hire consultants to set marketing margins for RIL, GAIL	NJOB	<ORG> likely to hire consultants to set marketing margins for  <ORG>
Oil regulator PNGRB plans to hire consultants to advise it on fixing the margin that natural gas marketers such as Reliance Industries and GAIL India can charge from urea manufacturers and LPG plants.	NJOB	<ORG> plans to hire consultants to advise it on fixing the margin that natural gas marketers such as <ORG> and <ORG>. <LOC> can charge from urea manufacturers and LPG plants.
While the BJP said the process of bringing back black money to India will be put in motion on a priority, the Congress resolved to appoint a special envoy to track and recover it.	NJOB	While the <ORG> said the process of bringing back black money to <LOC> will be put in motion on a priority, the <ORG> resolved to appoint a special envoy to track and recover it.
